2022-07-11 23:47:51.992737,2.1
2022-07-11 23:47:52.372489,2.1
2022-07-11 23:47:52.731392,2.1
2022-07-11 23:47:53.100685,1.88
2022-07-11 23:47:53.466776,0.9
2022-07-11 23:47:53.851188,2.1
2022-07-11 23:47:54.257717,2.1
2022-07-11 23:48:08.207172,2.09
2022-07-11 23:48:08.619154,2.1
2022-07-11 23:48:08.974151,1.87
2022-07-11 23:48:09.326965,2.02
2022-07-11 23:48:09.740175,2.1
2022-07-11 23:48:10.138208,2.09
2022-07-11 23:48:10.493514,1.95
2022-07-11 23:48:10.848414,1.92
2022-07-11 23:48:11.235943,2.1
2022-07-11 23:48:11.587743,1.95
2022-07-11 23:48:11.963458,2.1
2022-07-11 23:48:12.303702,2.09
2022-07-11 23:48:12.695820,2.1
2022-07-11 23:48:13.064273,2.06
2022-07-11 23:48:13.435701,2.1
2022-07-11 23:48:13.788059,1.83
2022-07-11 23:48:14.198201,2.1
2022-07-11 23:48:14.599104,2.1
2022-07-11 23:48:14.949117,1.82
2022-07-11 23:48:15.404351,1.91
2022-07-11 23:48:15.765573,1.81
2022-07-11 23:48:16.171216,1.99
2022-07-11 23:48:16.538189,2.1
2022-07-11 23:48:16.943205,1.87
2022-07-11 23:48:17.323797,1.85
2022-07-11 23:48:17.715246,2.1
2022-07-11 23:48:18.082095,1.93
2022-07-11 23:48:18.443332,1.81
2022-07-11 23:48:18.817558,2.1
2022-07-11 23:48:19.179666,2.09
2022-07-11 23:48:19.535921,2.1
2022-07-11 23:48:19.936693,2.1
2022-07-11 23:48:20.345826,1.88
2022-07-11 23:48:20.705617,1.87
2022-07-11 23:48:21.073028,2.09
2022-07-11 23:48:21.464140,1.89
2022-07-11 23:48:21.834754,2.1
2022-07-11 23:48:22.192896,2.1
2022-07-11 23:48:22.574981,2.1
2022-07-11 23:48:22.956830,2.1
2022-07-11 23:48:23.305874,1.83
2022-07-11 23:48:23.695818,2.1
2022-07-11 23:48:24.097627,2.06
2022-07-11 23:48:24.489242,2.1
2022-07-11 23:48:24.853979,2.1
2022-07-11 23:48:25.248307,2.1
2022-07-11 23:48:25.598945,1.73
2022-07-11 23:48:25.975487,2.1
2022-07-11 23:48:26.395436,2.1
2022-07-11 23:48:26.755124,2.09
2022-07-11 23:48:27.150160,2.1
2022-07-11 23:48:27.523191,1.56
2022-07-11 23:48:27.881359,1.79
2022-07-11 23:48:28.264464,1.96
2022-07-11 23:48:28.618541,2.01
2022-07-11 23:48:28.969868,2.1
2022-07-11 23:48:29.449176,2.1
2022-07-11 23:48:29.858017,2.08
2022-07-11 23:48:30.240308,2.09
2022-07-11 23:48:30.644900,2.1
2022-07-11 23:48:31.060283,2.09
2022-07-11 23:48:31.496845,2.01
2022-07-11 23:48:31.909088,0.0
2022-07-11 23:48:32.271665,2.09
2022-07-11 23:48:32.627985,2.09
2022-07-11 23:48:32.986677,2.1
2022-07-11 23:48:33.363232,2.1
2022-07-11 23:48:33.737401,2.04
2022-07-11 23:48:34.095156,1.8
2022-07-11 23:48:34.533686,1.58
2022-07-11 23:48:34.888807,2.1
2022-07-11 23:48:35.282443,2.1
2022-07-11 23:48:35.652787,1.54
2022-07-11 23:48:36.014015,1.55
2022-07-11 23:48:36.417906,1.58
2022-07-11 23:48:36.795749,1.47
2022-07-11 23:48:37.193965,1.4
2022-07-11 23:48:37.548126,2.09
2022-07-11 23:48:37.905865,2.1
2022-07-11 23:48:38.282891,2.1
2022-07-11 23:48:38.646167,2.1
2022-07-11 23:48:39.143501,2.1
2022-07-11 23:48:39.495383,2.1
2022-07-11 23:48:39.894951,2.06
2022-07-11 23:48:40.248659,2.09
2022-07-11 23:48:40.697896,2.1
2022-07-11 23:48:41.091855,2.1
2022-07-11 23:48:41.500790,2.1
2022-07-11 23:48:41.854921,2.08
2022-07-11 23:48:42.315204,2.09
2022-07-11 23:48:42.663223,2.1
2022-07-11 23:48:43.041885,2.1
2022-07-11 23:48:43.403464,2.1
2022-07-11 23:48:43.783917,2.09
2022-07-11 23:48:44.137661,2.09
2022-07-11 23:48:44.527645,2.01
2022-07-11 23:48:44.923432,2.1
2022-07-11 23:48:45.322037,2.1
2022-07-11 23:48:45.674112,2.08
2022-07-11 23:48:46.096215,2.1
2022-07-11 23:48:46.476226,2.1
2022-07-11 23:48:46.843939,2.09
2022-07-11 23:48:47.270695,1.95
2022-07-11 23:48:47.634332,2.1
2022-07-11 23:48:48.019995,2.1
2022-07-11 23:48:48.372330,2.08
2022-07-11 23:48:48.738258,2.1
2022-07-11 23:48:49.128758,2.04
2022-07-11 23:48:49.502714,2.0
2022-07-11 23:48:49.947426,1.91
2022-07-11 23:48:50.394955,2.1
2022-07-11 23:48:50.764308,1.81
2022-07-11 23:48:51.127748,2.01
2022-07-11 23:48:51.561630,1.85
2022-07-11 23:48:51.922344,1.81
2022-07-11 23:48:52.348030,2.02
2022-07-11 23:48:52.707397,2.0
2022-07-11 23:48:53.068904,2.1
2022-07-11 23:48:53.450077,2.1
2022-07-11 23:48:53.831544,2.1
2022-07-11 23:48:54.267590,2.08
2022-07-11 23:48:54.660050,1.73
2022-07-11 23:48:55.046633,2.04
2022-07-11 23:48:55.413591,2.09
2022-07-11 23:48:55.924145,1.74
2022-07-11 23:48:56.290512,2.1
2022-07-11 23:48:56.691950,2.1
2022-07-11 23:48:57.125253,1.96
2022-07-11 23:48:57.501845,1.68
2022-07-11 23:48:57.864798,2.05
2022-07-11 23:48:58.219641,1.59
2022-07-11 23:48:58.593421,2.09
2022-07-11 23:48:59.023944,2.05
2022-07-11 23:48:59.385684,2.1
2022-07-11 23:48:59.739311,1.59
2022-07-11 23:49:00.089993,2.1
2022-07-11 23:49:00.487000,2.09
2022-07-11 23:49:00.845395,2.1
2022-07-11 23:49:01.260113,2.08
2022-07-11 23:49:01.639294,1.58
2022-07-11 23:49:02.016708,1.75
2022-07-11 23:49:02.405427,2.1
2022-07-11 23:49:02.781737,2.04
2022-07-11 23:49:03.174249,1.17
2022-07-11 23:49:03.542680,2.1
2022-07-11 23:49:03.902171,2.1
2022-07-11 23:49:04.279272,1.69
2022-07-11 23:49:04.683367,2.1
2022-07-11 23:49:05.035191,0.78
2022-07-11 23:49:05.407983,1.79
2022-07-11 23:49:05.759219,2.03
2022-07-11 23:49:06.156338,1.42
2022-07-11 23:49:06.527854,1.59
2022-07-11 23:49:06.934161,1.15
2022-07-11 23:49:07.302323,2.1
2022-07-11 23:49:07.659102,2.1
2022-07-11 23:49:08.035852,1.85
2022-07-11 23:49:08.387301,1.24
2022-07-11 23:49:08.744039,1.91
2022-07-11 23:49:09.112971,1.26
2022-07-11 23:49:09.520845,2.1
2022-07-11 23:49:09.872418,1.43
2022-07-11 23:49:10.238832,2.09
2022-07-11 23:49:10.590829,1.18
2022-07-11 23:49:10.950294,1.71
2022-07-11 23:49:11.305066,1.54
2022-07-11 23:49:11.689390,1.14
2022-07-11 23:49:12.043990,1.6
2022-07-11 23:49:12.420573,2.08
2022-07-11 23:49:12.777704,2.1
2022-07-11 23:49:13.129690,1.54
2022-07-11 23:49:13.487815,1.53
2022-07-11 23:49:13.850781,2.09
2022-07-11 23:49:14.217657,2.1
2022-07-11 23:49:14.587991,1.68
2022-07-11 23:49:14.975869,2.1
2022-07-11 23:49:15.353797,2.1
2022-07-11 23:49:15.701348,1.38
2022-07-11 23:49:16.056789,2.09
2022-07-11 23:49:16.431385,2.1
2022-07-11 23:49:16.788786,2.1
2022-07-11 23:49:17.140711,1.16
2022-07-11 23:49:17.496968,1.72
2022-07-11 23:49:17.890174,2.1
2022-07-11 23:49:18.251823,2.1
2022-07-11 23:49:18.657780,1.85
2022-07-11 23:49:19.010424,2.1
2022-07-11 23:49:19.378901,0.87
2022-07-11 23:49:19.747547,2.1
2022-07-11 23:49:20.093217,2.01
2022-07-11 23:49:20.472173,2.05
2022-07-11 23:49:20.862575,1.34
