2022-07-11 23:47:31.385134,1.79
2022-07-11 23:47:31.871530,2.0
2022-07-11 23:47:32.248838,1.79
2022-07-11 23:47:32.621649,1.99
2022-07-11 23:47:32.997477,2.1
2022-07-11 23:47:33.390294,1.85
2022-07-11 23:47:33.815886,2.1
2022-07-11 23:47:34.193427,2.1
2022-07-11 23:47:34.576074,2.1
2022-07-11 23:47:34.948381,1.61
2022-07-11 23:47:35.323306,1.54
2022-07-11 23:47:35.690487,1.75
2022-07-11 23:47:36.072748,2.1
2022-07-11 23:47:36.436992,2.1
2022-07-11 23:47:36.820242,2.09
2022-07-11 23:47:37.181857,1.93
2022-07-11 23:47:37.554430,2.1
2022-07-11 23:47:37.918086,2.1
2022-07-11 23:47:38.280846,2.08
2022-07-11 23:47:38.661807,1.94
2022-07-11 23:47:39.021988,1.86
2022-07-11 23:47:39.429051,1.28
2022-07-11 23:47:39.858252,2.1
2022-07-11 23:47:40.229877,1.35
2022-07-11 23:47:40.666336,1.23
2022-07-11 23:47:41.033471,2.1
2022-07-11 23:47:41.421805,1.73
2022-07-11 23:47:41.815120,2.1
2022-07-11 23:47:42.179742,2.08
2022-07-11 23:47:42.561582,2.05
2022-07-11 23:47:42.941436,2.01
2022-07-11 23:47:43.300310,2.09
2022-07-11 23:47:43.668519,1.09
2022-07-11 23:47:44.048304,1.05
2022-07-11 23:47:44.425065,1.05
2022-07-11 23:47:44.801794,1.78
2022-07-11 23:47:45.192541,2.01
2022-07-11 23:47:45.568484,0.99
2022-07-11 23:47:45.940130,2.09
2022-07-11 23:47:46.332447,2.03
2022-07-11 23:47:46.729584,1.12
2022-07-11 23:47:47.128310,0.97
2022-07-11 23:47:47.511739,1.94
2022-07-11 23:47:47.870319,1.59
2022-07-11 23:47:48.247350,0.89
2022-07-11 23:47:48.615436,2.1
2022-07-11 23:47:49.011958,2.07
2022-07-11 23:47:49.378709,2.09
2022-07-11 23:47:49.756615,2.09
2022-07-11 23:47:50.140113,1.84
2022-07-11 23:47:50.510501,1.98
2022-07-11 23:47:50.890784,2.04
2022-07-11 23:47:51.251933,2.1
2022-07-11 23:47:51.627614,1.12
